customer_id,full_name,gender,age,province,segment,avg_balance,cc_limit
"C2_001404,""Hartaka Pudjiastuti, S.Kom"",P,56,DKI Jakarta,Priority,594572883,100000000"
C2_001405,Kezia Tamba,L,50,Bali,Priority,646923598,20000000
C2_001406,Jane Prasetyo,L,32,Jawa Tengah,Priority,111285777,20000000
C2_001407,Jono Iswahyudi,P,46,Sulawesi Selatan,Priority,598593831,20000000
C2_001408,Bella Suwarno,L,32,Sulawesi Selatan,Priority,800585174,50000000
"C2_001409,""R.A. Hasna Saputra, S.Kom"",L,29,Jawa Tengah,Priority,765493054,20000000"
C2_001410,Drs. Ratih Riyanti,P,36,Riau,Priority,66790538,20000000
C2_001411,Cawuk Utami,L,51,Sumatera Utara,Priority,730389018,100000000
C2_001412,Jaka Lazuardi,P,44,Jawa Barat,Priority,156624164,20000000
C2_001413,Cornelia Rahmawati,L,35,Bali,Priority,407769355,100000000
"C2_001414,""Nalar Farida, S.Gz"",P,60,DI Yogyakarta,Priority,682617440,20000000"
"C2_001415,""Sarah Simbolon, S.Gz"",P,26,Sulawesi Selatan,Priority,322727451,50000000"
C2_001416,Kamaria Prasetyo,L,34,Sumatera Utara,Priority,211391877,20000000
C2_001417,KH. Yusuf Waluyo,L,31,DI Yogyakarta,Priority,978260601,50000000
C2_001418,Balangga Wibisono,P,36,Sumatera Utara,Priority,553120709,20000000
"C2_001419,""R. Raina Permata, M.Kom."",L,40,Bali,Priority,772518955,50000000"
C2_001420,Ifa Thamrin,P,55,Sumatera Barat,Priority,135416280,50000000
C2_001421,Kamila Mustofa,P,51,Sumatera Utara,Priority,86700718,20000000
C2_001422,Omar Astuti,L,56,Riau,Priority,921688227,100000000
C2_001423,Dt. Wahyu Wulandari,P,64,DI Yogyakarta,Priority,125824721,50000000
C2_001424,dr. Elon Wahyuni,P,51,Riau,Priority,592450731,50000000
C2_001425,Harjaya Najmudin,L,49,Jawa Timur,Priority,977956710,20000000
"C2_001426,""Reksa Lestari, M.Pd"",L,64,Riau,Priority,795379780,100000000"
C2_001427,Bakti Ardianto,P,29,DI Yogyakarta,Priority,621751318,50000000
"C2_001428,""Lili Latupono, M.Ak"",P,28,Jawa Tengah,Priority,218976790,20000000"
C2_001429,Oni Prasetyo,L,39,Sumatera Utara,Priority,164020438,50000000
C2_001430,Caket Mansur,P,37,DI Yogyakarta,Priority,797834402,20000000
C2_001431,Yuni Gunarto,L,57,Jawa Timur,Priority,552904668,20000000
C2_001432,Hj. Betania Utama,P,29,Jawa Tengah,Priority,359835204,100000000
C2_001433,Halima Damanik,P,30,Bali,Priority,844457404,20000000
C2_001434,Hasna Mardhiyah,L,49,DI Yogyakarta,Priority,624677712,100000000
C2_001435,R. Kani Yulianti,P,49,DKI Jakarta,Priority,144113957,20000000
C2_001436,Dt. Dwi Haryanti,P,34,Jawa Barat,Priority,567659827,20000000
C2_001437,Warsita Habibi,L,36,Sumatera Barat,Priority,343458834,50000000
C2_001438,Omar Sirait,P,27,DI Yogyakarta,Priority,913486830,100000000
C2_001439,Zelda Prasetya,P,53,Sulawesi Selatan,Priority,579959358,50000000
C2_001440,Latif Oktaviani,L,53,Jawa Barat,Priority,259575618,100000000
C2_001441,Vanesa Simbolon,P,48,DI Yogyakarta,Priority,996218461,100000000
"C2_001442,""R.A. Zulaikha Haryanti, M.Pd"",L,48,Sumatera Utara,Priority,393858528,50000000"
C2_001443,Puput Salahudin,P,49,Jawa Barat,Priority,882123414,100000000
C2_001444,Maryanto Melani,P,61,Bali,Priority,550572189,100000000
"C2_001445,""Dr. Rachel Maryati, S.Pd"",P,29,DKI Jakarta,Priority,101675814,50000000"
C2_001446,Labuh Mulyani,L,35,Jawa Tengah,Priority,73952985,100000000
C2_001447,Tgk. Citra Utama,P,64,Riau,Priority,423448927,50000000
"C2_001448,""Hendra Prasasta, S.Farm"",P,46,Jawa Timur,Priority,493377769,20000000"
"C2_001449,""Titin Lazuardi, S.I.Kom"",P,39,Sumatera Barat,Priority,931473051,50000000"
"C2_001450,""dr. Nilam Prakasa, S.Ked"",P,33,DKI Jakarta,Priority,455010046,100000000"
C2_001451,Dt. Eko Situmorang,P,30,DI Yogyakarta,Priority,294112840,20000000
C2_001452,Ajiman Hidayanto,P,50,Jawa Tengah,Priority,234373308,20000000
C2_001453,Mulyono Natsir,L,30,Sulawesi Selatan,Priority,260245807,20000000
C2_001454,Karna Pudjiastuti,L,56,Riau,Priority,222725854,50000000
C2_001455,Ghaliyati Novitasari,P,44,Sumatera Utara,Priority,527193678,50000000
C2_001456,dr. Vera Pradipta,L,59,Jawa Tengah,Priority,976464607,20000000
C2_001457,Cut Vanya Puspita,L,27,DKI Jakarta,Priority,70781196,100000000
"C2_001458,""Tugiman Adriansyah, M.M."",P,42,Jawa Timur,Priority,358842581,100000000"
C2_001459,Uchita Hastuti,P,59,Sulawesi Selatan,Priority,539852391,20000000
C2_001460,Rina Januar,P,34,Jawa Tengah,Priority,525247226,100000000
"C2_001461,""Hj. Endah Haryanti, M.Pd"",L,60,Jawa Barat,Priority,587791882,100000000"
C2_001462,Waluyo Agustina,P,54,Jawa Tengah,Priority,576578016,50000000
"C2_001463,""Nugraha Rajata, S.Ked"",L,50,Jawa Timur,Priority,300310359,100000000"
"C2_001464,""Garang Natsir, S.E."",P,54,Jawa Timur,Priority,218969639,50000000"
"C2_001465,""Jasmin Yuniar, S.Ked"",P,55,Sulawesi Selatan,Priority,216796395,20000000"
C2_001466,Daliman Samosir,P,28,Sumatera Barat,Priority,938352946,100000000
"C2_001467,""Rahmat Januar, M.TI."",P,48,DI Yogyakarta,Priority,465752773,100000000"
"C2_001468,""Elisa Wasita, S.E.I"",P,25,Jawa Barat,Priority,724167759,50000000"
C2_001469,Pangestu Widiastuti,P,50,Sumatera Barat,Priority,208893981,50000000
C2_001470,Umi Nababan,P,53,Sumatera Barat,Priority,836610814,20000000
"C2_001471,""Hairyanto Halimah, M.Ak"",L,62,Sulawesi Selatan,Priority,143196701,20000000"
"C2_001472,""R.A. Rahmi Kusmawati, M.TI."",P,60,Sumatera Barat,Priority,608334157,100000000"
C2_001473,Zamira Damanik,L,33,DKI Jakarta,Priority,445010997,50000000
C2_001474,Ajimat Tarihoran,P,56,Riau,Priority,439333766,50000000
"C2_001475,""Tgk. Bagya Sitompul, S.I.Kom"",L,61,DI Yogyakarta,Priority,435770562,100000000"
"C2_001476,""Tgk. Carla Jailani, M.M."",L,64,DI Yogyakarta,Priority,786149982,50000000"
"C2_001477,""Tgk. Ikin Pradana, S.Ked"",P,42,Sumatera Barat,Priority,133158153,50000000"
C2_001478,Padmi Prabowo,L,48,Sumatera Barat,Priority,484888928,50000000
"C2_001479,""Yusuf Wibisono, S.T."",P,64,Bali,Priority,516707516,50000000"
C2_001480,Kiandra Usamah,P,42,DI Yogyakarta,Priority,54263800,100000000
"C2_001481,""Septi Salahudin, S.Farm"",L,63,Jawa Tengah,Priority,762801893,20000000"
C2_001482,Harto Samosir,L,32,Jawa Timur,Priority,162346404,20000000
C2_001483,Danang Latupono,L,63,Sumatera Barat,Priority,112390286,100000000
"C2_001484,""Sutan Budi Prastuti, M.M."",P,35,Sumatera Utara,Priority,358764721,20000000"
"C2_001485,""Maria Thamrin, S.Psi"",L,59,Sumatera Barat,Priority,883347331,50000000"
"C2_001486,""dr. Sabrina Melani, S.Ked"",P,48,DKI Jakarta,Priority,871400676,100000000"
C2_001487,Tantri Farida,L,37,DI Yogyakarta,Priority,95829545,20000000
C2_001488,Cut Oni Siregar,P,55,Riau,Priority,654095427,50000000
C2_001489,Nardi Hidayanto,P,54,Bali,Priority,259835017,20000000
"C2_001490,""Drs. Sabar Widodo, S.T."",P,53,Sulawesi Selatan,Priority,411845397,100000000"
C2_001491,KH. Caket Mustofa,L,30,Sumatera Barat,Priority,329775102,20000000
"C2_001492,""Dr. Nrima Saputra, S.Kom"",P,27,Sumatera Barat,Priority,899044126,20000000"
"C2_001493,""R.M. Tugiman Yuniar, S.Ked"",L,52,Jawa Timur,Priority,79543395,20000000"
C2_001494,Tgk. Samiah Puspasari,L,34,Sumatera Barat,Priority,401941963,100000000
C2_001495,Vanya Rajasa,P,58,DI Yogyakarta,Priority,526171464,50000000
C2_001496,Edi Najmudin,P,25,Bali,Priority,64802017,100000000
C2_001497,Mulyanto Nugroho,L,36,Sumatera Utara,Priority,272576580,20000000
"C2_001498,""Vega Safitri, S.T."",P,60,Bali,Priority,991257949,100000000"
C2_001499,Danu Santoso,L,56,Bali,Priority,694025039,20000000
C2_001500,Karna Gunawan,P,35,Sumatera Barat,Priority,72755602,50000000
C2_001501,Ir. Bajragin Mardhiyah,P,25,Jawa Timur,Priority,957700727,50000000
C2_001502,Juli Adriansyah,P,30,Sumatera Barat,Priority,491680717,20000000
C2_001503,Gilang Simbolon,P,51,Riau,Priority,611295359,100000000
C2_001504,Karja Fujiati,P,39,DI Yogyakarta,Priority,215691950,20000000
"C2_001505,""Drs. Galar Sinaga, S.IP"",P,34,Jawa Tengah,Priority,181082135,100000000"
C2_001506,drg. Hasan Waluyo,P,48,Jawa Timur,Priority,686205751,100000000
C2_001507,Laila Laksmiwati,L,32,Sulawesi Selatan,Priority,375310833,20000000
C2_001508,Puti Uchita Tarihoran,P,41,Sulawesi Selatan,Priority,190392970,50000000
C2_001509,Cornelia Nababan,P,48,Jawa Timur,Priority,199750348,50000000
C2_001510,R.A. Putri Haryanto,L,37,Sumatera Utara,Priority,771978697,100000000
C2_001511,R. Lukita Narpati,L,33,Jawa Tengah,Priority,216024412,20000000
C2_001512,Ir. Okta Kuswandari,P,30,Sulawesi Selatan,Priority,96366694,20000000
"C2_001513,""Amelia Wacana, S.E.I"",L,53,Riau,Priority,303989210,20000000"
"C2_001514,""R. Jelita Wahyudin, S.T."",L,47,Bali,Priority,242995386,50000000"
C2_001515,Siska Kusumo,L,46,Sulawesi Selatan,Priority,363247775,50000000
"C2_001516,""T. Estiawan Saragih, S.Sos"",L,45,Riau,Priority,986272079,100000000"
C2_001517,Nilam Waluyo,P,41,DKI Jakarta,Priority,439302609,50000000
"C2_001518,""Jasmin Prayoga, M.TI."",P,58,Jawa Barat,Priority,314039636,50000000"
C2_001519,Kezia Nugroho,P,50,Sulawesi Selatan,Priority,625537070,20000000
C2_001520,Ophelia Lazuardi,P,49,Jawa Barat,Priority,487027125,20000000
"C2_001521,""Yuni Mardhiyah, S.H."",L,62,Sumatera Barat,Priority,708135448,50000000"
C2_001522,Taufik Gunarto,L,27,DI Yogyakarta,Priority,363984637,100000000
C2_001523,Bambang Ramadan,L,27,Sumatera Utara,Priority,170457353,20000000
C2_001524,Kamaria Salahudin,L,38,DI Yogyakarta,Priority,864385542,100000000
"C2_001525,""H. Hasan Dongoran, S.T."",P,34,DI Yogyakarta,Priority,625215997,50000000"
"C2_001526,""Ella Maheswara, S.Sos"",P,26,Sumatera Barat,Priority,297998196,50000000"
C2_001527,Atma Palastri,P,31,Sulawesi Selatan,Priority,593838912,20000000
C2_001528,Violet Yolanda,L,38,DI Yogyakarta,Priority,146503648,20000000
C2_001529,T. Dono Manullang,P,41,Jawa Tengah,Priority,418677856,20000000
C2_001530,Jumari Zulaika,L,34,Sulawesi Selatan,Priority,840148606,20000000
"C2_001531,""T. Marsito Lazuardi, S.Kom"",P,59,Riau,Priority,112864658,50000000"
C2_001532,Maimunah Anggraini,L,51,Jawa Tengah,Priority,559934214,50000000
C2_001533,Laras Nuraini,L,27,Jawa Timur,Priority,697985196,20000000
"C2_001534,""Elvin Uwais, M.Farm"",L,49,DKI Jakarta,Priority,136349672,100000000"
C2_001535,Janet Sirait,P,31,Riau,Priority,268386893,20000000
C2_001536,Banawi Gunarto,P,37,Bali,Priority,395783333,20000000
C2_001537,Bagus Mandasari,L,63,Jawa Timur,Priority,503518982,20000000
"C2_001538,""Ir. Padma Zulkarnain, S.H."",L,49,DI Yogyakarta,Priority,266240045,100000000"
"C2_001539,""Ratih Waluyo, S.I.Kom"",L,53,Sumatera Barat,Priority,427854698,20000000"
C2_001540,Okta Yuliarti,L,43,Jawa Barat,Priority,704396482,50000000
C2_001541,drg. Himawan Simbolon,L,63,Sulawesi Selatan,Priority,462838474,100000000
C2_001542,Sakura Wasita,L,46,Jawa Timur,Priority,195074439,50000000
C2_001543,Bella Hakim,P,26,Sumatera Barat,Priority,598742745,100000000
C2_001544,Cinthia Natsir,P,46,DKI Jakarta,Priority,197476069,100000000
C2_001545,Mursinin Yuniar,L,59,Jawa Tengah,Priority,64712322,20000000
C2_001546,Siti Wahyudin,P,58,Sumatera Utara,Priority,923378396,50000000
C2_001547,Karman Marpaung,P,29,Sulawesi Selatan,Priority,359996555,100000000
C2_001548,Aurora Kuswoyo,P,51,Jawa Timur,Priority,132424401,50000000
"C2_001549,""Bakijan Hariyah, S.I.Kom"",P,42,Sulawesi Selatan,Priority,898472056,100000000"
C2_001550,Makuta Wibowo,P,27,Riau,Priority,976353578,20000000
C2_001551,Hj. Kani Permadi,P,45,DKI Jakarta,Priority,401869830,100000000
"C2_001552,""R. Syahrini Hartati, S.Ked"",P,48,Sumatera Utara,Priority,663104989,50000000"
C2_001553,Nurul Mandala,L,50,Sulawesi Selatan,Priority,255606121,50000000
C2_001554,dr. Alambana Wijayanti,P,44,Bali,Priority,103200175,50000000
"C2_001555,""KH. Mujur Purnawati, M.Pd"",L,37,Sulawesi Selatan,Priority,425055865,50000000"
C2_001556,drg. Ratih Hariyah,P,30,DI Yogyakarta,Priority,364604495,100000000
C2_001557,Gabriella Napitupulu,P,50,Sulawesi Selatan,Priority,373982830,100000000
C2_001558,Farhunnisa Laksmiwati,L,54,Sulawesi Selatan,Priority,137908908,100000000
C2_001559,Rini Susanti,L,38,Bali,Priority,333777560,100000000
C2_001560,Laksana Utama,P,61,Sulawesi Selatan,Priority,554862723,20000000
C2_001561,drg. Sidiq Natsir,P,62,Riau,Priority,615661059,100000000
C2_001562,Asmadi Mulyani,L,54,Riau,Priority,466736697,20000000
C2_001563,Kayla Anggriawan,P,39,Jawa Barat,Priority,426321472,100000000
"C2_001564,""Sutan Mahesa Hassanah, S.Gz"",P,43,Riau,Priority,584078333,100000000"
C2_001565,Dt. Edi Narpati,P,35,Jawa Barat,Priority,995459049,100000000
C2_001566,Natalia Wijaya,L,44,Bali,Priority,933949762,20000000
C2_001567,Tami Natsir,P,49,Sumatera Utara,Priority,96403739,100000000
C2_001568,Melinda Siregar,P,62,Riau,Priority,576667885,100000000
C2_001569,Gara Firgantoro,L,54,Bali,Priority,466157130,100000000
C2_001570,Kariman Sirait,P,64,Sumatera Barat,Priority,956561188,50000000
"C2_001571,""Arta Sihotang, S.Psi"",P,47,Sulawesi Selatan,Priority,405301249,50000000"
"C2_001572,""Ganda Rajasa, M.Farm"",P,41,Jawa Tengah,Priority,995339720,50000000"
"C2_001573,""Juli Prasasta, M.Ak"",P,25,Sulawesi Selatan,Priority,51160188,20000000"
C2_001574,KH. Tasnim Riyanti,P,38,Bali,Priority,947656892,100000000
"C2_001575,""Diah Wahyuni, M.TI."",L,63,Jawa Barat,Priority,651069264,20000000"
C2_001576,Zalindra Nurdiyanti,L,42,DKI Jakarta,Priority,430170207,100000000
C2_001577,Jaswadi Namaga,L,40,Bali,Priority,337003260,20000000
C2_001578,KH. Kariman Mulyani,L,34,Jawa Tengah,Priority,831193010,50000000
C2_001579,Bakiadi Pratama,P,33,Jawa Timur,Priority,788647838,100000000
C2_001580,R.A. Rika Wahyuni,P,38,Bali,Priority,220922580,50000000
C2_001581,Gangsar Nurdiyanti,P,26,Sulawesi Selatan,Priority,541993808,50000000
"C2_001582,""R. Ida Widodo, S.H."",P,45,Bali,Priority,219922281,100000000"
C2_001583,Mulya Nugroho,P,26,Sulawesi Selatan,Priority,815697488,20000000
C2_001584,Gadang Mardhiyah,L,30,Sumatera Utara,Priority,170038442,50000000
C2_001585,Estiono Puspasari,P,35,Sumatera Utara,Priority,712455258,50000000
C2_001586,Cut Olivia Ardianto,P,27,Bali,Priority,371593627,100000000
C2_001587,Padma Kusumo,P,35,DKI Jakarta,Priority,706728826,100000000
C2_001588,Tami Mansur,L,28,Sumatera Barat,Priority,630455590,20000000
C2_001589,Jamalia Tampubolon,P,39,Sulawesi Selatan,Priority,616187712,50000000
C2_001590,drg. Ega Prabowo,L,50,DI Yogyakarta,Priority,562335247,50000000
C2_001591,Zahra Rahayu,L,60,DKI Jakarta,Priority,210883406,20000000
"C2_001592,""drg. Tania Manullang, S.Pt"",P,39,Sulawesi Selatan,Priority,423007171,100000000"
"C2_001593,""Eka Safitri, S.Gz"",P,46,Jawa Barat,Priority,557726371,100000000"
"C2_001594,""Padma Wibisono, S.Psi"",L,61,Jawa Tengah,Priority,539562494,100000000"
C2_001595,Lasmono Novitasari,L,34,Bali,Priority,233311133,20000000
C2_001596,Safina Aryani,P,44,Jawa Barat,Priority,887556572,100000000
"C2_001597,""Dt. Lantar Zulkarnain, M.Ak"",P,56,Jawa Barat,Priority,759550870,100000000"
"C2_001598,""Bagus Mahendra, S.IP"",L,33,Bali,Priority,822597700,20000000"
C2_001599,Fitria Suwarno,L,55,DI Yogyakarta,Priority,846552878,50000000
C2_001600,Hani Puspasari,P,64,Jawa Timur,Priority,597900938,50000000
C2_001601,T. Latif Yuniar,P,55,Sumatera Barat,Priority,164910738,20000000
C2_001602,Hilda Kusmawati,L,52,Jawa Tengah,Priority,848583997,100000000
C2_001603,Febi Puspita,L,35,Jawa Timur,Priority,476185002,100000000
C2_001604,Slamet Wacana,L,60,DKI Jakarta,Priority,135953610,50000000
C2_001605,Okto Rahimah,L,28,Sulawesi Selatan,Priority,388866044,100000000
C2_001606,Alambana Sirait,P,38,DI Yogyakarta,Priority,942617352,50000000
C2_001607,Wardi Iswahyudi,P,53,Jawa Timur,Priority,181832557,50000000
C2_001608,Atmaja Sitompul,P,52,DI Yogyakarta,Priority,825008536,100000000
C2_001609,Halima Mustofa,L,49,Riau,Priority,638198872,50000000
C2_001610,Kenes Uwais,P,47,Sumatera Barat,Priority,231334477,50000000
"C2_001611,""Gilda Riyanti, S.Kom"",P,57,Jawa Barat,Priority,472621470,20000000"
C2_001612,dr. Laksana Yulianti,L,54,Riau,Priority,124572428,100000000
"C2_001613,""Baktianto Kuswoyo, S.Pt"",L,33,Jawa Barat,Priority,370627520,20000000"
"C2_001614,""Siti Salahudin, S.Pt"",L,62,Bali,Priority,315724104,100000000"
C2_001615,dr. Yuni Prasetyo,L,49,Jawa Barat,Priority,564885095,100000000
C2_001616,Warsa Suryono,L,42,Bali,Priority,504191644,100000000
C2_001617,Drs. Zelda Zulkarnain,P,31,Bali,Priority,327700702,100000000
C2_001618,Dina Irawan,L,48,Sumatera Utara,Priority,179348881,50000000
C2_001619,Bella Anggraini,P,64,Sulawesi Selatan,Priority,313323778,20000000
C2_001620,Limar Susanti,P,45,Jawa Timur,Priority,451272566,20000000
"C2_001621,""drg. Qori Uwais, S.Gz"",L,59,Jawa Tengah,Priority,198123170,50000000"
C2_001622,Raisa Mulyani,P,35,Jawa Barat,Priority,514155585,20000000
"C2_001623,""Sutan Dipa Pertiwi, S.IP"",L,26,DI Yogyakarta,Priority,999845123,20000000"
C2_001624,Warsa Napitupulu,P,39,DKI Jakarta,Priority,520463784,100000000
C2_001625,Sadina Handayani,P,39,Jawa Barat,Priority,776908238,100000000
"C2_001626,""Mulyono Permata, S.E.I"",P,29,Sumatera Barat,Priority,866783473,100000000"
C2_001627,Dodo Jailani,L,64,Jawa Timur,Priority,995863120,100000000
C2_001628,Joko Santoso,P,40,Jawa Timur,Priority,805350750,50000000
"C2_001629,""Maya Widiastuti, S.Psi"",P,45,Jawa Tengah,Priority,202259357,50000000"
C2_001630,Caraka Wijaya,P,33,DKI Jakarta,Priority,323869398,50000000
C2_001631,Sabrina Puspita,P,31,Bali,Priority,523015517,20000000
C2_001632,Ana Saragih,P,51,DKI Jakarta,Priority,476861834,100000000
C2_001633,Okta Lazuardi,L,41,DI Yogyakarta,Priority,591761056,20000000
C2_001634,dr. Kacung Sitompul,L,26,DI Yogyakarta,Priority,781217133,100000000
C2_001635,Yulia Budiyanto,P,64,Jawa Tengah,Priority,929414788,100000000
C2_001636,Oliva Oktaviani,P,50,DI Yogyakarta,Priority,999871290,20000000
"C2_001637,""Siti Hutapea, S.IP"",P,32,Bali,Priority,358611319,20000000"
C2_001638,Prasetya Setiawan,P,64,Bali,Priority,153258722,20000000
C2_001639,Yusuf Mandasari,P,40,Bali,Priority,273670834,50000000
"C2_001640,""Maryanto Sinaga, S.Gz"",L,44,Bali,Priority,440768192,20000000"
C2_001641,Umar Laksita,P,56,DI Yogyakarta,Priority,52624707,50000000
"C2_001642,""Rika Rahayu, M.Ak"",L,56,Sumatera Utara,Priority,670075577,20000000"
C2_001643,Kunthara Lailasari,L,59,Sumatera Utara,Priority,250767663,50000000
C2_001644,Lega Budiyanto,L,39,Jawa Barat,Priority,632821049,20000000
C2_001645,drg. Vera Ramadan,P,56,Bali,Priority,829952613,50000000
C2_001646,Catur Rahayu,L,54,Jawa Timur,Priority,423752484,20000000
C2_001647,Endah Rahmawati,P,43,Sulawesi Selatan,Priority,890380550,100000000
C2_001648,R.M. Prasetyo Haryanto,L,48,DKI Jakarta,Priority,470652030,20000000
C2_001649,Prima Riyanti,P,26,Jawa Tengah,Priority,554980027,20000000
C2_001650,Victoria Prastuti,L,45,Riau,Priority,842499593,100000000
"C2_001651,""Ikhsan Ardianto, M.TI."",L,40,Riau,Priority,155300768,100000000"
C2_001652,Asirwada Setiawan,P,64,Sulawesi Selatan,Priority,706648882,50000000
C2_001653,Sutan Warta Mustofa,P,63,Riau,Priority,666685690,100000000
C2_001654,Kariman Farida,L,60,Sulawesi Selatan,Priority,85456845,50000000
C2_001655,Balapati Astuti,P,26,Jawa Timur,Priority,622408739,20000000
C2_001656,Ajiono Hidayanto,L,40,Bali,Priority,687990254,100000000
C2_001657,Salimah Halim,L,53,Riau,Priority,672002981,50000000
C2_001658,Dalimin Anggraini,P,31,DI Yogyakarta,Priority,451221430,20000000
"C2_001659,""Tgk. Caturangga Uwais, S.E.I"",P,39,DI Yogyakarta,Priority,402992669,50000000"
C2_001660,Melinda Budiman,P,47,Riau,Priority,525586329,20000000
C2_001661,Agnes Pudjiastuti,P,29,Sumatera Utara,Priority,503816105,50000000
C2_001662,Garang Nugroho,L,25,Bali,Priority,981309998,20000000
C2_001663,Winda Astuti,L,29,Sulawesi Selatan,Priority,190349330,20000000
"C2_001664,""KH. Malik Permata, S.H."",L,37,Bali,Priority,487645159,50000000"
C2_001665,Yessi Winarsih,P,50,Jawa Timur,Priority,384846540,20000000
C2_001666,Widya Sudiati,L,37,DI Yogyakarta,Priority,682191954,50000000
C2_001667,drg. Wage Mustofa,P,56,Jawa Tengah,Priority,692123343,20000000
C2_001668,R. Cayadi Nashiruddin,L,53,Sumatera Utara,Priority,597194264,100000000
"C2_001669,""Dr. Omar Mandasari, S.T."",P,42,Jawa Timur,Priority,273255932,100000000"
"C2_001670,""Drs. Legawa Sitorus, S.E."",L,26,Jawa Barat,Priority,125924953,50000000"
C2_001671,H. Cahyanto Mangunsong,P,51,Jawa Tengah,Priority,944699388,100000000
C2_001672,Vera Narpati,P,27,Jawa Timur,Priority,299359121,100000000
C2_001673,Cut Dewi Wibowo,L,54,Riau,Priority,442107784,20000000
C2_001674,Violet Nainggolan,P,34,Bali,Priority,827663959,100000000
C2_001675,Tgk. Paiman Rahmawati,P,33,Jawa Barat,Priority,419272430,50000000
C2_001676,Kenari Saptono,L,27,Sumatera Barat,Priority,60185063,50000000
C2_001677,Gatot Haryanto,L,46,Bali,Priority,98981776,20000000
C2_001678,Maria Prasetya,P,62,Bali,Priority,207382493,100000000
C2_001679,Yuliana Prasetyo,L,35,Sumatera Barat,Priority,203594879,20000000
"C2_001680,""Drajat Permata, S.Kom"",L,30,Sumatera Utara,Priority,839213494,100000000"
"C2_001681,""Kuncara Jailani, S.Gz"",P,29,Jawa Timur,Priority,820892085,100000000"
C2_001682,Dinda Rahmawati,L,54,Riau,Priority,225009691,100000000
"C2_001683,""Dariati Budiyanto, M.Ak"",L,38,DKI Jakarta,Priority,348560616,20000000"
C2_001684,R. Kasiran Pranowo,L,26,DI Yogyakarta,Priority,649034878,20000000
C2_001685,Suci Yuniar,L,57,Sulawesi Selatan,Priority,477484583,100000000
C2_001686,KH. Abyasa Hartati,P,61,Riau,Priority,70536072,50000000
"C2_001687,""Jail Dongoran, S.Gz"",L,32,Jawa Barat,Priority,380627719,100000000"
C2_001688,Hj. Ulya Budiyanto,P,34,Jawa Tengah,Priority,611156347,50000000
"C2_001689,""Gambira Uyainah, S.IP"",L,45,Jawa Tengah,Priority,479620437,100000000"
C2_001690,Jais Pratama,L,43,Bali,Priority,113706584,100000000
C2_001691,Alika Hasanah,P,59,Jawa Tengah,Priority,150709168,50000000
C2_001692,Gada Siregar,L,42,Jawa Tengah,Priority,435088837,50000000
C2_001693,Vinsen Siregar,L,31,Jawa Timur,Priority,613491033,20000000
C2_001694,Jagapati Pratiwi,P,37,Jawa Tengah,Priority,836544809,50000000
C2_001695,Bakiono Dongoran,L,36,Jawa Timur,Priority,858981761,100000000
C2_001696,R. Vanesa Laksmiwati,L,64,Jawa Tengah,Priority,486546206,20000000
C2_001697,Icha Yolanda,P,48,Jawa Barat,Priority,587198667,100000000
C2_001698,Julia Nurdiyanti,L,42,Sumatera Barat,Priority,563888018,20000000
C2_001699,Putri Ardianto,L,62,Jawa Tengah,Priority,391954168,100000000
C2_001700,Darman Anggriawan,L,36,Bali,Priority,530958820,50000000
C2_001701,Carla Setiawan,P,27,Jawa Barat,Priority,434285935,100000000
C2_001702,Silvia Lazuardi,L,49,DKI Jakarta,Priority,447779300,100000000
C2_001703,Sari Marpaung,P,59,Sumatera Barat,Priority,971368128,20000000
C2_001704,Wage Lestari,P,40,Jawa Tengah,Priority,239646793,50000000
C2_001705,Sadina Mandala,P,37,Jawa Barat,Priority,939121723,50000000
"C2_001706,""Iriana Wulandari, S.Pd"",P,48,Jawa Barat,Priority,396892605,100000000"
C2_001707,Gadang Wacana,P,36,Jawa Timur,Priority,340258619,100000000
"C2_001708,""drg. Restu Adriansyah, S.H."",L,26,Bali,Priority,363599073,20000000"
"C2_001709,""Yoga Marbun, M.Pd"",P,50,Jawa Barat,Priority,406895503,20000000"
C2_001710,Laras Hardiansyah,P,34,Bali,Priority,607695080,50000000
"C2_001711,""R. Atmaja Sudiati, S.Psi"",L,43,DKI Jakarta,Priority,261868294,50000000"
C2_001712,Lega Nababan,L,46,Riau,Priority,372501452,20000000
C2_001713,Edi Setiawan,P,48,DI Yogyakarta,Priority,824543555,20000000
C2_001714,Arta Hutagalung,P,50,Jawa Timur,Priority,399128422,100000000
C2_001715,Kenes Rajasa,P,29,Jawa Tengah,Priority,382188638,100000000
C2_001716,Rachel Hutagalung,L,40,Bali,Priority,429431625,20000000
C2_001717,Murti Irawan,L,61,DKI Jakarta,Priority,227001355,20000000
C2_001718,R. Gabriella Manullang,P,58,Sumatera Utara,Priority,983802587,20000000
C2_001719,Karsana Saragih,P,62,Sumatera Barat,Priority,52866523,100000000
"C2_001720,""H. Nasrullah Usamah, S.IP"",L,52,Jawa Tengah,Priority,355885176,50000000"
C2_001721,Karimah Wahyuni,P,36,Jawa Barat,Priority,984389258,20000000
"C2_001722,""Dr. Jaya Siregar, S.Farm"",L,45,DI Yogyakarta,Priority,766536993,100000000"
C2_001723,Koko Budiyanto,P,56,Sumatera Barat,Priority,204748366,50000000
C2_001724,Hana Mahendra,P,49,Sumatera Barat,Priority,195240626,20000000
C2_001725,Tirtayasa Laksita,P,38,Sumatera Barat,Priority,118210991,50000000
